created_at,entry_id,pm1,pm25,pm10,temp,humidity,latitude,longitude,aqi
2020-04-16 14:07:53 PDT,53,3,5,5,21.77,46.05762,37.92094,-122.55402,20
2020-04-16 14:08:23 PDT,54,2,4,7,21.77,46.0332,37.92094,-122.55402,16
2020-04-16 14:09:05 PDT,55,2,4,5,21.79,45.96484,37.92094,-122.55402,16
2020-04-16 14:09:48 PDT,56,3,3,3,21.8,46.03711,37.92094,-122.55402,12
2020-04-16 14:10:29 PDT,57,2,4,6,21.81,46.19238,37.92094,-122.55402,16
2020-04-16 14:11:11 PDT,58,3,5,5,21.82,46.09863,37.92094,-122.55402,20
2020-04-16 14:11:54 PDT,59,2,4,4,21.83,46.05176,37.92094,-122.55402,16
2020-04-16 14:12:23 PDT,60,1,1,4,21.84,45.91016,37.92094,-122.55402,4
2020-04-16 14:13:05 PDT,61,2,4,6,21.83,45.93262,37.92094,-122.55402,16
2020-04-16 14:13:47 PDT,62,2,5,5,21.84,46.01758,37.92094,-122.55402,20
2020-04-16 14:14:29 PDT,63,3,5,5,21.87,46.0918,37.92099,-122.55407,20
2020-04-16 14:15:12 PDT,64,2,4,5,21.87,45.75977,37.92099,-122.55407,16
2020-04-16 14:15:42 PDT,65,2,4,4,21.85,45.80469,37.92099,-122.55407,16
2020-04-16 14:16:23 PDT,66,2,3,3,21.83,45.84863,37.92099,-122.55407,12
2020-04-16 14:17:06 PDT,67,2,4,7,21.8,45.97656,37.92099,-122.55407,16
2020-04-16 14:17:48 PDT,68,3,3,5,21.78,45.97559,37.92099,-122.55407,12
2020-04-16 14:18:30 PDT,69,2,3,3,21.77,46.03223,37.92099,-122.55407,12
2020-04-16 14:19:12 PDT,70,3,6,7,21.75,46.03027,37.92099,-122.55407,25
2020-04-16 14:19:41 PDT,71,2,4,5,21.74,46.04297,37.92099,-122.55407,16
2020-04-16 14:20:24 PDT,72,2,5,6,21.74,46.04199,37.92099,-122.55407,20
2020-04-16 14:21:06 PDT,73,1,2,2,21.73,46.36133,37.92099,-122.55407,8
2020-04-16 14:21:49 PDT,74,2,3,6,21.71,46.46582,37.92099,-122.55407,12
2020-04-16 14:22:31 PDT,75,3,4,7,21.69,46.41797,37.92099,-122.55407,16
2020-04-16 14:23:13 PDT,76,2,4,6,21.68,46.43945,37.92099,-122.55407,16
2020-04-16 14:23:43 PDT,77,2,2,5,21.68,46.53418,37.92099,-122.55407,8
2020-04-16 14:24:25 PDT,78,3,4,4,21.67,46.49805,37.92099,-122.55407,16
2020-04-16 14:25:08 PDT,79,3,3,3,21.67,46.42676,37.92099,-122.55407,12
2020-04-16 14:25:50 PDT,80,2,3,3,21.68,46.39258,37.92099,-122.55407,12
2020-04-16 14:26:33 PDT,81,2,4,4,21.68,46.35645,37.92099,-122.55407,16
2020-04-16 14:27:02 PDT,82,3,4,6,21.69,46.32227,37.92099,-122.55407,16
2020-04-16 14:27:45 PDT,83,1,1,3,21.7,46.35938,37.92099,-122.55407,4
2020-04-16 14:28:27 PDT,84,2,4,5,21.71,46.28809,37.92099,-122.55407,16
2020-04-16 14:29:10 PDT,85,1,2,2,21.71,46.28906,37.92099,-122.55407,8
2020-04-16 14:29:55 PDT,86,1,2,5,21.72,46.18262,37.92099,-122.55407,8
2020-04-16 14:30:23 PDT,87,1,2,2,21.73,46.13672,37.92099,-122.55407,8
2020-04-16 14:31:04 PDT,88,3,4,5,21.74,46.10059,37.92099,-122.55407,16
2020-04-16 14:31:46 PDT,89,2,2,2,21.74,45.9834,37.92099,-122.55407,8
2020-04-16 14:32:28 PDT,90,3,3,4,21.75,46.01953,37.92099,-122.55407,12
2020-04-16 14:33:09 PDT,91,3,4,7,21.76,46.04395,37.92099,-122.55407,16
2020-04-16 14:33:52 PDT,92,3,4,4,21.75,45.86621,37.92099,-122.55407,16
2020-04-16 14:34:34 PDT,93,3,3,4,21.76,46.03223,37.92099,-122.55407,12
2020-04-16 14:35:04 PDT,94,2,3,3,21.77,46.15137,37.92099,-122.55407,12
2020-04-16 14:35:50 PDT,95,3,3,3,21.77,46.10352,37.92099,-122.55407,12
2020-04-16 14:36:32 PDT,96,2,3,5,21.77,46.30566,37.92099,-122.55407,12
2020-04-16 14:37:13 PDT,97,2,3,3,21.76,46.30566,37.92099,-122.55407,12
2020-04-16 14:37:42 PDT,98,2,3,4,21.75,46.36426,37.92099,-122.55407,12
2020-04-16 14:38:25 PDT,99,3,3,4,21.74,46.42187,37.92099,-122.55407,12
2020-04-16 14:39:07 PDT,100,2,4,5,21.74,46.37402,37.92099,-122.55407,16
2020-04-16 14:39:49 PDT,101,1,2,6,21.73,46.2666,37.92099,-122.55407,8
2020-04-16 14:40:32 PDT,102,1,3,6,21.73,46.37305,37.92099,-122.55407,12
2020-04-16 14:41:14 PDT,103,2,3,3,21.72,46.30176,37.92099,-122.55407,12
2020-04-16 14:41:44 PDT,104,2,4,4,21.72,46.46777,37.92099,-122.55407,16
2020-04-16 14:42:26 PDT,105,3,4,7,21.72,46.45605,37.92099,-122.55407,16
2020-04-16 14:43:09 PDT,106,2,3,3,21.73,46.31348,37.92099,-122.55407,12
2020-04-16 14:43:51 PDT,107,2,3,3,21.74,46.17188,37.92099,-122.55407,12
2020-04-16 14:44:33 PDT,108,2,3,3,21.74,46.18457,37.92099,-122.55407,12
2020-04-16 14:45:03 PDT,109,3,7,7,21.75,46.20996,37.92099,-122.55407,29
2020-04-16 14:45:45 PDT,110,3,5,7,21.76,46.16309,37.92099,-122.55407,20
2020-04-16 14:46:27 PDT,111,1,4,4,21.77,46.16406,37.92099,-122.55407,16
2020-04-16 14:47:10 PDT,112,2,3,7,21.78,46.04688,37.92099,-122.55407,12
2020-04-16 14:47:52 PDT,113,2,4,4,21.79,45.96387,37.92099,-122.55407,16
2020-04-16 14:48:34 PDT,114,3,5,6,21.8,45.92969,37.92099,-122.55407,20
2020-04-16 14:49:04 PDT,115,3,4,7,21.8,45.91895,37.92099,-122.55407,16
2020-04-16 14:49:46 PDT,116,3,5,5,21.81,45.83594,37.92099,-122.55407,20
2020-04-16 14:50:29 PDT,117,2,4,6,21.81,45.98926,37.92099,-122.55407,16
2020-04-16 14:51:11 PDT,118,2,4,4,21.8,45.91797,37.92099,-122.55407,16
2020-04-16 14:51:54 PDT,119,2,3,3,21.8,46.08398,37.92099,-122.55407,12
2020-04-16 14:52:23 PDT,120,2,4,4,21.79,46.03516,37.92099,-122.55407,16
2020-04-16 14:53:06 PDT,121,3,4,4,21.78,46,37.92099,-122.55407,16
2020-04-16 14:53:48 PDT,122,3,6,6,21.79,46.01074,37.92099,-122.55407,25
2020-04-16 14:54:31 PDT,123,4,5,6,21.79,45.92969,37.92099,-122.55407,20
2020-04-16 14:55:13 PDT,124,3,4,4,21.8,45.88184,37.92099,-122.55407,16
2020-04-16 14:55:43 PDT,125,3,5,6,21.8,45.92969,37.92099,-122.55407,20
2020-04-16 14:56:25 PDT,126,3,5,8,21.8,46.10742,37.92099,-122.55407,20
2020-04-16 14:57:08 PDT,127,3,5,5,21.81,46.08496,37.92099,-122.55407,20
2020-04-16 14:57:50 PDT,128,2,4,5,21.81,46.10937,37.92099,-122.55407,16
2020-04-16 14:58:33 PDT,129,3,5,5,21.8,46.03711,37.92099,-122.55407,20
2020-04-16 14:59:02 PDT,130,3,3,5,21.8,46.06055,37.92099,-122.55407,12
2020-04-16 14:59:44 PDT,131,2,3,4,21.81,46.08496,37.92099,-122.55407,12
2020-04-16 15:00:27 PDT,132,2,5,8,21.81,45.95508,37.92099,-122.55407,20
2020-04-16 15:01:10 PDT,133,1,3,3,21.81,45.91895,37.92099,-122.55407,12
2020-04-16 15:01:52 PDT,134,2,3,4,21.82,45.88477,37.92099,-122.55407,12
2020-04-16 15:02:35 PDT,135,3,4,4,21.83,45.89746,37.92099,-122.55407,16
2020-04-16 15:03:04 PDT,136,3,4,5,21.83,45.98047,37.92099,-122.55407,16
2020-04-16 15:03:47 PDT,137,2,4,4,21.84,46.0293,37.92099,-122.55407,16
2020-04-16 15:04:29 PDT,138,2,3,3,21.83,46.15918,37.92099,-122.55407,12
2020-04-16 15:05:11 PDT,139,2,4,4,21.82,46.22852,37.92099,-122.55407,16
2020-04-16 15:05:54 PDT,140,3,4,7,21.82,46.13281,37.92099,-122.55407,16
2020-04-16 15:06:23 PDT,141,2,3,3,21.81,45.95508,37.92099,-122.55407,12
2020-04-16 15:07:06 PDT,142,2,4,5,21.81,46.39355,37.92099,-122.55407,16
2020-04-16 15:07:48 PDT,143,3,4,4,21.82,46.31055,37.92099,-122.55407,16
2020-04-16 15:08:30 PDT,144,3,4,4,21.85,46.2793,37.92099,-122.55407,16
2020-04-16 15:09:13 PDT,145,1,3,3,21.89,46.74609,37.92099,-122.55407,12
2020-04-16 15:09:44 PDT,146,3,4,5,21.94,46.77441,37.92099,-122.55407,16
2020-04-16 15:10:25 PDT,147,2,2,2,21.99,46.63867,37.92099,-122.55407,8
2020-04-16 15:11:08 PDT,148,1,2,2,22.05,46.3125,37.92099,-122.55407,8
2020-04-16 15:11:50 PDT,149,3,4,6,22.12,46.03418,37.92099,-122.55407,16
2020-04-16 15:12:33 PDT,150,2,2,4,22.17,46.06348,37.92099,-122.55407,8
2020-04-16 15:13:02 PDT,151,1,1,2,22.22,45.72363,37.92099,-122.55407,4
2020-04-16 15:13:45 PDT,152,3,4,6,22.27,45.50293,37.92099,-122.55407,16
2020-04-16 15:14:27 PDT,153,2,3,3,22.32,45.87695,37.92099,-122.55407,12
2020-04-16 15:15:10 PDT,154,2,3,5,22.37,45.69238,37.92099,-122.55407,12
2020-04-16 15:15:52 PDT,155,2,3,6,22.42,45.18555,37.92099,-122.55407,12
2020-04-16 15:16:37 PDT,156,1,3,5,22.47,44.92969,37.92099,-122.55407,12
2020-04-16 15:17:05 PDT,157,2,4,4,22.5,44.70703,37.92099,-122.55407,16
2020-04-16 15:17:46 PDT,158,1,4,4,22.53,44.51953,37.92099,-122.55407,16
2020-04-16 15:18:29 PDT,159,2,4,6,22.57,44.46387,37.92099,-122.55407,16
2020-04-16 15:19:11 PDT,160,3,4,7,22.59,44.29883,37.92099,-122.55407,16
2020-04-16 15:19:52 PDT,161,2,3,8,22.62,44.19434,37.92099,-122.55407,12
2020-04-16 15:20:34 PDT,162,2,3,3,22.64,44.08984,37.92099,-122.55407,12
2020-04-16 15:21:04 PDT,163,3,4,4,22.67,44.06836,37.92099,-122.55407,16
2020-04-16 15:21:46 PDT,164,2,2,3,22.69,43.94141,37.92099,-122.55407,8
2020-04-16 15:22:28 PDT,165,1,3,5,22.72,43.89648,37.92099,-122.55407,12
2020-04-16 15:23:13 PDT,166,1,2,2,22.75,43.83887,37.92099,-122.55407,8
2020-04-16 15:23:41 PDT,167,3,3,3,22.77,43.76953,37.92099,-122.55407,12
2020-04-16 15:24:22 PDT,168,2,4,4,22.8,43.71289,37.92099,-122.55407,16
2020-04-16 15:25:04 PDT,169,3,4,4,22.83,43.63281,37.92099,-122.55407,16
2020-04-16 15:25:47 PDT,170,2,4,4,22.86,43.65918,37.92099,-122.55407,16
2020-04-16 15:26:29 PDT,171,3,5,5,22.89,43.45996,37.92099,-122.55407,20
2020-04-16 15:27:11 PDT,172,2,4,4,22.92,43.41504,37.92099,-122.55407,16
2020-04-16 15:27:54 PDT,173,2,4,4,22.95,43.32227,37.92099,-122.55407,16
2020-04-16 15:28:23 PDT,174,2,3,3,22.97,43.37305,37.92099,-122.55407,12
2020-04-16 15:29:06 PDT,175,2,3,3,23,43.24414,37.92099,-122.55407,12
2020-04-16 15:29:48 PDT,176,1,3,5,23.02,43.22266,37.92099,-122.55407,12
2020-04-16 15:30:30 PDT,177,3,4,6,23.05,43.14258,37.92099,-122.55407,16
2020-04-16 15:31:13 PDT,178,3,4,7,23.08,43.0498,37.92099,-122.55407,16
2020-04-16 15:31:42 PDT,179,3,5,7,23.09,42.99121,37.92099,-122.55407,20
2020-04-16 15:32:24 PDT,180,2,3,3,23.12,42.9707,37.92099,-122.55407,12
2020-04-16 15:33:07 PDT,181,2,3,3,23.15,42.88965,37.92099,-122.55407,12
2020-04-16 15:33:49 PDT,182,4,7,7,23.18,42.91699,37.92099,-122.55407,29
2020-04-16 15:34:32 PDT,183,3,4,6,23.22,42.8125,37.92099,-122.55407,16
2020-04-16 15:35:14 PDT,184,3,3,6,23.25,42.75586,37.92099,-122.55407,12
2020-04-16 15:35:45 PDT,185,1,2,5,23.26,42.74512,37.92099,-122.55407,8
2020-04-16 15:36:26 PDT,186,2,3,3,23.29,42.68848,37.92099,-122.55407,12
2020-04-16 15:37:09 PDT,187,1,3,3,23.31,42.67871,37.92099,-122.55407,12
2020-04-16 15:37:51 PDT,188,2,3,3,23.33,42.63281,37.92099,-122.55407,12
2020-04-16 15:38:34 PDT,189,2,3,3,23.35,42.55176,37.92099,-122.55407,12
2020-04-16 15:39:04 PDT,190,3,4,4,23.37,42.51758,37.92099,-122.55407,16
2020-04-16 15:39:46 PDT,191,2,3,8,23.4,42.3877,37.92099,-122.55407,12
2020-04-16 15:40:29 PDT,192,3,4,7,23.42,42.36719,37.92099,-122.55407,16
2020-04-16 15:41:11 PDT,193,2,3,4,23.45,42.28613,37.92099,-122.55407,12
2020-04-16 15:41:53 PDT,194,2,4,4,23.47,42.26465,37.92099,-122.55407,16
2020-04-16 15:42:23 PDT,195,2,3,3,23.48,42.18262,37.92099,-122.55407,12
2020-04-16 15:43:05 PDT,196,1,2,2,23.51,42.16113,37.92099,-122.55407,8
2020-04-16 15:43:48 PDT,197,2,5,5,23.53,42.10254,37.92099,-122.55407,20
2020-04-16 15:44:30 PDT,198,2,2,2,23.55,42.09375,37.92099,-122.55407,8
2020-04-16 15:45:13 PDT,199,2,2,2,23.57,41.97656,37.92099,-122.55407,8
2020-04-16 15:45:42 PDT,200,2,3,3,23.59,41.91797,37.92099,-122.55407,12
2020-04-16 15:46:24 PDT,201,3,3,8,23.61,41.95508,37.92099,-122.55407,12
2020-04-16 15:47:07 PDT,202,3,5,6,23.61,41.89551,37.92099,-122.55407,20
2020-04-16 15:47:49 PDT,203,1,2,5,23.58,41.91699,37.92099,-122.55407,8
2020-04-16 15:48:32 PDT,204,2,5,5,23.55,42.08203,37.92099,-122.55407,20
2020-04-16 15:49:15 PDT,205,2,2,2,23.51,42.20996,37.92099,-122.55407,8
2020-04-16 15:49:44 PDT,206,3,4,4,23.49,42.27832,37.92099,-122.55407,16
2020-04-16 15:50:26 PDT,207,1,4,4,23.46,42.27539,37.92099,-122.55407,16
2020-04-16 15:51:09 PDT,208,3,3,4,23.41,42.36621,37.92099,-122.55407,12
2020-04-16 15:51:51 PDT,209,3,4,4,23.39,42.51855,37.92099,-122.55407,16
2020-04-16 15:52:34 PDT,210,3,5,6,23.36,42.52832,37.92099,-122.55407,20
2020-04-16 15:53:03 PDT,211,2,3,3,23.34,42.62207,37.92099,-122.55407,12
2020-04-16 15:53:45 PDT,212,3,4,5,23.31,42.66602,37.92099,-122.55407,16
2020-04-16 15:54:28 PDT,213,3,5,5,23.29,42.6875,37.92099,-122.55407,20
2020-04-16 15:55:10 PDT,214,2,3,4,23.26,42.76855,37.92099,-122.55407,12
2020-04-16 15:55:53 PDT,215,3,6,7,23.23,42.77832,37.92099,-122.55407,25
2020-04-16 15:56:22 PDT,216,3,4,5,23.21,42.8125,37.92099,-122.55407,16
2020-04-16 15:57:04 PDT,217,2,4,7,23.18,42.88086,37.92099,-122.55407,16
2020-04-16 15:57:45 PDT,218,2,3,3,23.16,42.80664,37.92099,-122.55407,12
2020-04-16 15:58:27 PDT,219,2,4,4,23.13,42.98437,37.92099,-122.55407,16
2020-04-16 15:59:09 PDT,220,3,4,4,23.12,42.95801,37.92099,-122.55407,16
2020-04-16 15:59:50 PDT,221,3,4,5,23.09,43.00391,37.92099,-122.55407,16
2020-04-16 16:00:32 PDT,222,3,4,5,23.07,43.04883,37.92099,-122.55407,16
2020-04-16 16:01:02 PDT,223,2,3,3,23.06,43.07129,37.92099,-122.55407,12
2020-04-16 16:01:45 PDT,224,2,4,8,23.05,43.03418,37.92099,-122.55407,16
2020-04-16 16:02:27 PDT,225,2,3,5,23.03,43.00879,37.92099,-122.55407,12
2020-04-16 16:03:09 PDT,226,2,3,4,23,43.10156,37.92099,-122.55407,12
2020-04-16 16:03:52 PDT,227,3,4,5,22.99,43.23145,37.92099,-122.55407,16
2020-04-16 16:04:34 PDT,228,3,4,4,22.98,43.27734,37.92099,-122.55407,16
2020-04-16 16:05:04 PDT,229,2,3,4,22.97,43.14648,37.92099,-122.55407,12
2020-04-16 16:05:46 PDT,230,2,3,4,22.95,43.25098,37.92099,-122.55407,12
2020-04-16 16:06:28 PDT,231,2,3,5,22.94,43.23828,37.92099,-122.55407,12
2020-04-16 16:07:11 PDT,232,2,3,4,22.91,43.10547,37.92099,-122.55407,12
2020-04-16 16:07:53 PDT,233,3,3,4,22.9,42.99707,37.92099,-122.55407,12
2020-04-16 16:08:22 PDT,234,2,2,2,22.89,42.90039,37.92099,-122.55407,8
2020-04-16 16:09:05 PDT,235,1,4,4,22.87,42.88672,37.92099,-122.55407,16
2020-04-16 16:09:47 PDT,236,1,2,5,22.85,43.00488,37.92099,-122.55407,8
2020-04-16 16:10:28 PDT,237,3,4,4,22.84,43.01465,37.92099,-122.55407,16
2020-04-16 16:11:10 PDT,238,2,3,5,22.83,43.03809,37.92099,-122.55407,12
2020-04-16 16:11:53 PDT,239,2,4,4,22.82,43.08496,37.92099,-122.55407,16
2020-04-16 16:12:22 PDT,240,2,3,3,22.81,43.2373,37.92099,-122.55407,12
2020-04-16 16:13:05 PDT,241,2,3,3,22.8,43.33301,37.92099,-122.55407,12
2020-04-16 16:13:47 PDT,242,2,2,2,22.79,43.34277,37.92099,-122.55407,8
2020-04-16 16:14:29 PDT,243,2,3,3,22.78,43.38965,37.92099,-122.55407,12
2020-04-16 16:15:12 PDT,244,2,3,3,22.76,43.42383,37.92099,-122.55407,12
2020-04-16 16:15:54 PDT,245,3,3,3,22.75,43.38672,37.92099,-122.55407,12
2020-04-16 16:16:24 PDT,246,3,5,5,22.74,43.39746,37.92099,-122.55407,20
2020-04-16 16:17:06 PDT,247,3,3,5,22.73,43.43262,37.92099,-122.55407,12
2020-04-16 16:17:48 PDT,248,2,4,4,22.72,43.36035,37.92099,-122.55407,16
2020-04-16 16:18:31 PDT,249,2,3,4,22.7,43.3584,37.92099,-122.55407,12
2020-04-16 16:19:01 PDT,250,2,3,3,22.7,43.3584,37.92099,-122.55407,12
2020-04-16 16:19:42 PDT,251,2,3,7,22.68,43.37988,37.92099,-122.55407,12
2020-04-16 16:20:25 PDT,252,2,4,4,22.67,43.43848,37.92099,-122.55407,16
2020-04-16 16:21:07 PDT,253,2,2,2,22.67,43.46191,37.92099,-122.55407,8
2020-04-16 16:21:50 PDT,254,1,1,1,22.66,43.4502,37.92099,-122.55407,4
2020-04-16 16:22:32 PDT,255,2,3,7,22.65,43.53125,37.92099,-122.55407,12
2020-04-16 16:23:02 PDT,256,2,3,3,22.64,43.58984,37.92099,-122.55407,12
2020-04-16 16:23:44 PDT,257,2,3,3,22.63,43.55469,37.92099,-122.55407,12
2020-04-16 16:24:27 PDT,258,2,3,3,22.62,43.56445,37.92099,-122.55407,12
2020-04-16 16:25:09 PDT,259,3,6,6,22.6,43.5625,37.92099,-122.55407,25
2020-04-16 16:25:52 PDT,260,3,4,6,22.6,43.62207,37.92099,-122.55407,16
2020-04-16 16:26:34 PDT,261,2,3,3,22.59,43.49023,37.92099,-122.55407,12
2020-04-16 16:27:03 PDT,262,3,5,7,22.58,43.48926,37.92099,-122.55407,20
2020-04-16 16:27:45 PDT,263,3,5,5,22.57,43.55957,37.92099,-122.55407,20
2020-04-16 16:28:27 PDT,264,3,4,7,22.56,43.58301,37.92099,-122.55407,16
2020-04-16 16:29:10 PDT,265,2,4,4,22.55,43.59375,37.92099,-122.55407,16
2020-04-16 16:29:52 PDT,266,1,3,4,22.54,43.65234,37.92099,-122.55407,12
2020-04-16 16:30:23 PDT,267,2,4,4,22.54,43.69922,37.92099,-122.55407,16
2020-04-16 16:31:04 PDT,268,2,3,5,22.53,43.60352,37.92099,-122.55407,12
2020-04-16 16:31:47 PDT,269,2,3,4,22.52,43.74609,37.92099,-122.55407,12
2020-04-16 16:32:32 PDT,270,2,3,3,22.51,43.80371,37.92099,-122.55407,12
2020-04-16 16:33:00 PDT,271,3,4,7,22.5,43.81445,37.92099,-122.55407,16
2020-04-16 16:33:54 PDT,272,2,3,3,22.5,43.82715,37.92099,-122.55407,12
2020-04-16 16:34:23 PDT,273,2,3,3,22.49,43.83789,37.92099,-122.55407,12
2020-04-16 16:35:06 PDT,274,2,3,3,22.49,43.77734,37.92099,-122.55407,12
2020-04-16 16:35:48 PDT,275,2,3,5,22.48,43.86035,37.92099,-122.55407,12
2020-04-16 16:36:31 PDT,276,2,2,4,22.47,43.89453,37.92099,-122.55407,8
2020-04-16 16:37:13 PDT,277,2,3,3,22.46,43.91797,37.92099,-122.55407,12
2020-04-16 16:37:43 PDT,278,2,2,3,22.46,43.83398,37.92099,-122.55407,8
2020-04-16 16:38:25 PDT,279,3,3,5,22.44,43.78516,37.92099,-122.55407,12
2020-04-16 16:39:07 PDT,280,3,4,5,22.43,43.92676,37.92099,-122.55407,16
2020-04-16 16:39:50 PDT,281,3,4,4,22.43,43.96094,37.92099,-122.55407,16
2020-04-16 16:40:32 PDT,282,2,3,6,22.43,43.90234,37.92099,-122.55407,12
2020-04-16 16:41:14 PDT,283,1,4,4,22.43,43.87793,37.92099,-122.55407,16
2020-04-16 16:41:43 PDT,284,3,5,5,22.42,43.91406,37.92099,-122.55407,20
2020-04-16 16:42:26 PDT,285,3,3,4,22.4,43.86426,37.92099,-122.55407,12
2020-04-16 16:43:08 PDT,286,1,2,2,22.4,43.86328,37.92099,-122.55407,8
2020-04-16 16:43:51 PDT,287,1,4,5,22.39,43.88672,37.92099,-122.55407,16
2020-04-16 16:44:33 PDT,288,1,2,4,22.38,43.83887,37.92099,-122.55407,8
2020-04-16 16:45:03 PDT,289,2,3,5,22.38,43.86133,37.92099,-122.55407,12
2020-04-16 16:45:45 PDT,290,2,3,3,22.37,43.91992,37.92099,-122.55407,12
2020-04-16 16:46:28 PDT,291,2,4,4,22.37,43.94434,37.92099,-122.55407,16
2020-04-16 16:47:10 PDT,292,3,4,4,22.37,43.89648,37.92099,-122.55407,16
2020-04-16 16:47:41 PDT,293,1,1,3,22.36,43.95605,37.92099,-122.55407,4
2020-04-16 16:48:22 PDT,294,3,4,4,22.35,43.83594,37.92099,-122.55407,16
2020-04-16 16:49:04 PDT,295,2,4,4,22.35,43.7998,37.92099,-122.55407,16
2020-04-16 16:49:47 PDT,296,2,4,7,22.34,43.92969,37.92099,-122.55407,16
2020-04-16 16:50:29 PDT,297,3,3,4,22.33,43.83496,37.92099,-122.55407,12
2020-04-16 16:51:11 PDT,298,2,2,2,22.32,43.85645,37.92099,-122.55407,8
2020-04-16 16:51:41 PDT,299,1,3,4,22.32,43.83301,37.92099,-122.55407,12
2020-04-16 16:52:23 PDT,300,1,2,2,22.31,43.8916,37.92099,-122.55407,8
2020-04-16 16:53:05 PDT,301,1,2,2,22.31,43.87891,37.92099,-122.55407,8
2020-04-16 16:53:47 PDT,302,1,3,3,22.3,43.83105,37.92099,-122.55407,12
2020-04-16 17:00:33 PDT,303,3,3,3,22.19,43.60547,37.92099,-122.55407,12
2020-04-16 17:01:02 PDT,304,2,2,4,22.18,43.59277,37.92099,-122.55407,8
